Gene,Influence_Score,Num_Connections
MFN2,1.0000000074505806,17.0
LY75-CD302,1.0000000074505806,8.0
FMNL3,1.0000000074505806,4.0
DHCR7,1.0000000074505806,20.0
NP_001156363,1.0000000074505806,7.0
C17orf49,1.0000000074505806,9.0
C11orf31,1.0000000074505806,27.0
SEC16A,1.0000000074505806,9.0
SAP30BP,1.0000000074505806,13.0
GIT1,1.0000000074505806,6.0
NOL6,1.0000000074505806,14.0
DDX50,1.0000000074505806,11.0
HTRA2,1.0000000074505806,7.0
VPS33A,1.0000000074505806,15.0
IPO5,1.0000000074505806,16.0
EXOC6B,1.0000000074505806,7.0
KLC4,1.0000000074505806,21.0
GPS1,1.0000000074505806,11.0
SYNE1 1,1.0000000074505806,6.0
IRF9,1.0000000074505806,9.0
FAHD2B,1.0000000074505806,8.0
FOLR1,1.0000000074505806,31.0
LRRC1,1.0000000074505806,15.0
CPPED1,1.0000000074505806,7.0
UBA6,1.0000000074505806,16.0
ARSA,1.0000000074505806,13.0
SMARCC2 1,1.0000000074505806,74.0
SNCG,1.0000000074505806,12.0
PARL,1.0000000074505806,16.0
ACADVL,1.0000000074505806,13.0
TBCC,1.0000000074505806,7.0
SRPR,1.0000000074505806,8.0
MYLK 1,1.00000000721775,69.0
MAN2C1,1.0000000069849193,42.0
FLNA 1,1.0000000067520887,115.0
TPI1,1.000000006519258,46.0
PLCG2,1.000000006519258,21.0
RPS13,1.000000006519258,60.0
GNAQ,1.000000006519258,29.0
WDR3,1.000000006519258,46.0
VASP,1.000000006519258,15.0
TPM3 1,1.0000000060535967,38.0
MYL12B,1.0000000060535967,66.0
GRSF1,1.0000000055879354,14.0
ARGLU1,1.0000000055879354,19.0
KRT6A,1.0000000055879354,30.0
RFC4,1.0000000055879354,61.0
PITPNA,1.0000000055879354,12.0
UQCRFS1,1.0000000055879354,39.0
LANCL1,1.0000000055879354,25.0
SEC23IP,1.0000000055879354,11.0
S100A1,1.0000000055879354,41.0
TNPO3,1.0000000055879354,42.0
GNAI3,1.0000000055879354,15.0
RAVER1,1.0000000055879354,30.0
CNIH4,1.0000000055879354,9.0
RPSA,1.0000000055879354,41.0
PPP4R2,1.0000000055879354,28.0
PMVK,1.0000000055879354,18.0
CPNE1,1.0000000055879354,16.0
CPSF1,1.0000000055879354,16.0
OPA1,1.0000000055879354,22.0
PABPC4 1,1.0000000055879354,50.0
SPTBN2,1.0000000055879354,30.0
KANK2,1.0000000055879354,18.0
IAH1,1.0000000055879354,21.0
GNB1,1.0000000055879354,19.0
MYO1B 1,1.0000000055879354,28.0
UBE3C,1.0000000055879354,20.0
FAM162A,1.0000000055879354,21.0
ETHE1,1.0000000055879354,13.0
YTHDF2,1.0000000055879354,32.0
HNRNPR 1,1.0000000051222742,134.0
RBP4,1.0000000046566129,29.0
KRT72,1.0000000046566129,53.0
KPNA2,1.0000000046566129,67.0
GBP4,1.0000000046566129,40.0
FKBP7,1.0000000046566129,38.0
NFKB1 1,1.0000000046566129,39.0
CPXM1,1.0000000046566129,19.0
C8G,1.0000000044237822,67.0
GNAI2,1.000000003958121,40.0
MGME1,1.0000000037252903,8.0
PI4KA,1.0000000037252903,14.0
SPON1,1.0000000037252903,14.0
OAS3,1.0000000037252903,49.0
RPS4Y1,1.0000000037252903,47.0
MRPL47,1.0000000037252903,40.0
ACAD9,1.0000000037252903,9.0
ABAT,1.0000000037252903,13.0
EIF2B3,1.0000000037252903,16.0
EIF2B1,1.0000000037252903,19.0
SYNPO2,1.0000000037252903,50.0
PAICS,1.0000000037252903,36.0
NDUFB4,1.0000000037252903,23.0
ACSF3,1.0000000037252903,19.0
PRKD2,1.0000000037252903,16.0
NTMT1,1.0000000037252903,14.0
QRICH1,1.0000000037252903,23.0
KPNA4,1.0000000037252903,18.0
ACP1 1,1.0000000037252903,27.0
PHPT1,1.0000000037252903,9.0
PAK3,1.0000000037252903,17.0
C11orf58,1.0000000037252903,12.0
PSMB6,1.0000000037252903,23.0
KCTD12,1.0000000037252903,11.0
PGM1,1.0000000037252903,11.0
NUB1,1.0000000037252903,7.0
ALDH1A3,1.0000000037252903,7.0
HUWE1,1.0000000037252903,18.0
STAT2,1.0000000037252903,12.0
NBAS,1.0000000037252903,12.0
TTC37,1.0000000037252903,11.0
ATPIF1,1.0000000037252903,54.0
RIF1,1.0000000037252903,19.0
DUT 1,1.0000000037252903,17.0
NAA10,1.0000000037252903,25.0
GLRX3,1.0000000037252903,16.0
COQ6 2,1.0000000037252903,12.0
PRTN3,1.0000000037252903,16.0
F12,1.0000000037252903,10.0
LPCAT1,1.0000000037252903,15.0
TARS2,1.0000000037252903,20.0
CXorf38,1.0000000037252903,10.0
GBA,1.0000000037252903,23.0
LAS1L,1.0000000037252903,17.0
CETN2,1.0000000037252903,19.0
SUGP2,1.0000000037252903,14.0
CUL4A,1.0000000037252903,12.0
MTHFD1L 2,1.0000000037252903,18.0
IRF2BP1,1.0000000037252903,26.0
GSTO1,1.0000000037252903,17.0
CTSB,1.0000000037252903,15.0
LSS,1.0000000037252903,7.0
LIMS1 1,1.0000000037252903,26.0
VPS26A,1.0000000037252903,12.0
AKT1,1.0000000037252903,9.0
PLD3,1.0000000037252903,16.0
NFS1,1.0000000037252903,11.0
EIF4G2 1,1.0000000037252903,58.0
SULT1A1,1.0000000037252903,6.0
SUMF2 2,1.0000000037252903,21.0
GEMIN5,1.0000000037252903,19.0
RBM25,1.0000000037252903,14.0
6-Sep,1.0000000037252903,45.0
COL4A2,1.0000000037252903,22.0
SELENBP1,1.0000000037252903,55.0
LBP,1.0000000037252903,15.0
VCL,1.0000000037252903,25.0
PTK7,1.0000000037252903,20.0
FKBP3,1.0000000037252903,16.0
FLII,1.0000000037252903,32.0
EPS15L1,1.0000000037252903,18.0
TRIP6,1.0000000037252903,12.0
C4orf27,1.0000000037252903,10.0
GSK3A,1.0000000037252903,23.0
RBP1,1.0000000037252903,35.0
LYAR,1.0000000037252903,13.0
RTN3 2,1.0000000037252903,29.0
PRMT1,1.0000000037252903,18.0
TXNDC17,1.0000000037252903,17.0
EMD,1.0000000037252903,31.0
MRPS36,1.0000000037252903,56.0
GSTM2,1.0000000037252903,26.0
ADSL,1.0000000037252903,11.0
IPO9,1.0000000037252903,26.0
ELP3,1.0000000037252903,11.0
DDX19A,1.0000000037252903,21.0
HNRNPF,1.0000000037252903,13.0
VARS,1.0000000027939677,36.0
RPL10A,1.0000000027939677,46.0
HEXB,1.0000000027939677,32.0
HSPA1L,1.0000000027939677,30.0
MAOA,1.0000000027939677,39.0
GBP5,1.0000000027939677,31.0
SAA4,1.0000000027939677,39.0
PSMC1,1.0000000027939677,43.0
PYCRL,1.0000000027939677,33.0
ELMO2,1.0000000023283064,37.0
SH3GLB2,1.0000000018626451,30.0
PTMS,1.0000000018626451,24.0
CAPRIN1,1.0000000018626451,28.0
GYS1,1.0000000018626451,19.0
SLC33A1,1.0000000018626451,24.0
BAG5,1.0000000018626451,17.0
PFDN5,1.0000000018626451,18.0
GNPAT,1.0000000018626451,16.0
RRS1,1.0000000018626451,18.0
CAPNS2,1.0000000018626451,53.0
HBS1L,1.0000000018626451,18.0
MT-ATP6,1.0000000018626451,16.0
PRKAA1,1.0000000018626451,22.0
ACTR10,1.0000000018626451,19.0
DHRS7,1.0000000018626451,18.0
SCO1,1.0000000018626451,24.0
CELSR2,1.0000000018626451,26.0
RPL12,1.0000000018626451,47.0
MFAP2,1.0000000018626451,27.0
FUK,1.0000000018626451,29.0
CCDC124,1.0000000018626451,32.0
TNS1,1.0000000018626451,26.0
RBM39,1.0000000018626451,242.0
HSPBP1,1.0000000018626451,19.0
LETM1,1.0000000018626451,26.0
PGP,1.0000000018626451,16.0
NT5C,1.0000000018626451,18.0
ATIC,1.0000000018626451,44.0
NSF,1.0000000018626451,32.0
NRD1,1.0000000018626451,35.0
GSTP1,1.0000000018626451,42.0
GCDH,1.0000000018626451,35.0
COPA 2,1.0000000016298145,71.0
PCOLCE,1.0000000016298145,53.0
MYL9 2,1.0000000013969839,60.0
CYC1,1.0000000013969839,45.0
LAMB1,1.0000000013969839,33.0
MX1,1.0000000009313226,43.0
AHSG,1.0000000009313226,59.0
PRNP,1.0000000009313226,25.0
CBX5,1.0000000009313226,66.0
FGB,1.0000000009313226,44.0
HYOU1,1.0000000009313226,40.0
OLFML3,1.000000000698492,84.0
HIST3H3,1.0000000004656613,114.0
DAB2,1.0000000004656613,44.0
INA,1.0000000004656613,51.0
PHIP,1.0,5.0
SMNDC1,1.0,9.0
AKAP8,1.0,15.0
PDE4DIP,1.0,6.0
ANK3 1,1.0,7.0
TARDBP,1.0,38.0
ALPL,1.0,7.0
NUP210,1.0,7.0
RAB22A,1.0,1.0
USP24,1.0,9.0
CLASP1 1,1.0,26.0
SULT1A3,1.0,3.0
PPP6R3,1.0,7.0
NUDCD3,1.0,9.0
NDUFAF7,1.0,3.0
STAU1 1,1.0,4.0
POGLUT1,1.0,4.0
ECHDC3,1.0,10.0
MDK,1.0,3.0
AIP,1.0,1.0
GMPS,1.0,23.0
PPP4C,1.0,5.0
CPNE3,1.0,5.0
GGH,1.0,22.0
EIF2S1,1.0,26.0
IRF2BPL,1.0,5.0
NUCB1,1.0,12.0
CLTCL1,1.0,24.0
ARHGAP4,1.0,3.0
SURF4,1.0,30.0
PANK4,1.0,13.0
ATF7IP,1.0,3.0
HSBP1,1.0,1.0
NLE1,1.0,3.0
XP_003119341,1.0,23.0
GSTT1,1.0,2.0
UGDH,1.0,4.0
UBE2D2,1.0,3.0
EZR,1.0,5.0
SNX1,1.0,15.0
APPL2,1.0,4.0
SCYL2,1.0,6.0
TSTD1,1.0,42.0
NADK2,1.0,7.0
PTPRG,1.0,1.0
GSS,1.0,11.0
HADHA,1.0,27.0
GTF2B,1.0,2.0
MRPL50,1.0,19.0
EML4,1.0,5.0
ACLY 1,1.0,12.0
TMCO1,1.0,11.0
SLFN5,1.0,3.0
CMBL,1.0,15.0
HDLBP,1.0,64.0
COX7A2,1.0,7.0
DIAPH2,1.0,3.0
PROSC,1.0,6.0
CBX3,1.0,31.0
LYPLA2,1.0,31.0
IDH2,1.0,17.0
AKAP13,1.0,4.0
RAB9A,1.0,13.0
RASAL1 1,1.0,12.0
PDCL3,1.0,12.0
PLXNB2,1.0,6.0
DHX38,1.0,5.0
VAPB,1.0,9.0
CUL7,1.0,17.0
SRGAP2,1.0,5.0
PITRM1,1.0,8.0
IARS,1.0,13.0
DFNA5,1.0,9.0
DPP7,1.0,5.0
CLGN,1.0,3.0
DFFA,1.0,17.0
EWSR1,1.0,5.0
MRPL19,1.0,34.0
TBC1D4,1.0,2.0
AKAP12,1.0,14.0
THOC1,1.0,5.0
CCS,1.0,2.0
MECP2,1.0,75.0
TTLL12,1.0,5.0
RAB18,1.0,9.0
SCAI,1.0,3.0
ARHGEF7,1.0,10.0
APOC4-APOC2,1.0,24.0
DCTN6,1.0,6.0
CLNS1A,1.0,7.0
CYB5R1,1.0,44.0
DCTD,1.0,11.0
C14orf166,1.0,27.0
EIF5B,1.0,30.0
HSD17B11,1.0,6.0
SBDS,1.0,1.0
PGAM5 1,1.0,22.0
CBFB 2,1.0,6.0
RBM15,1.0,7.0
USP9X,1.0,7.0
DDRGK1,1.0,11.0
IGF2BP2,1.0,12.0
AIF1L,1.0,10.0
GPC4,1.0,3.0
CRIP1,1.0,10.0
MTM1,1.0,6.0
ERAP2,1.0,1.0
SNX4,1.0,4.0
CHCHD2,1.0,1.0
YWHAE,1.0,25.0
RMDN1,1.0,3.0
RBM3,1.0,1.0
EIF2D,1.0,1.0
COPS5,1.0,8.0
CXADR,1.0,7.0
DAXX,1.0,1.0
MARK3,1.0,10.0
KDM3B,1.0,10.0
PSMB4,1.0,8.0
RSF1,1.0,12.0
PSMA1,1.0,11.0
CHMP4B,1.0,20.0
PRKRA,1.0,3.0
EIF3F,1.0,26.0
TRA2A,1.0,7.0
CTSK,1.0,11.0
ATXN10,1.0,4.0
DDX51,1.0,3.0
RELA,1.0,6.0
NT5DC1,1.0,22.0
CDK11A,1.0,15.0
PCID2,1.0,16.0
DDX58,1.0,44.0
XPC,1.0,7.0
SMS,1.0,19.0
YME1L1,1.0,6.0
NEO1,1.0,3.0
BZW2,1.0,12.0
CDC23,1.0,10.0
THYN1,1.0,36.0
ITPR3,1.0,5.0
NP_001070991,1.0,9.0
GALK1,1.0,12.0
TCEA2,1.0,12.0
RAB7A,1.0,13.0
DTNBP1,1.0,5.0
FABP5,1.0,1.0
SLC1A5,1.0,5.0
TSC22D1,1.0,1.0
ZMYND8 2,1.0,16.0
ZMYND8 1,1.0,18.0
UBE2D3,1.0,2.0
PSMD10,1.0,5.0
PMM2,1.0,15.0
CLASP2 2,1.0,5.0
PBDC1,1.0,11.0
RBM6,1.0,3.0
ALYREF,1.0,29.0
SCLY,1.0,3.0
UPF2,1.0,11.0
AKR1B1,1.0,2.0
FAM129A,1.0,39.0
NP_001122083,1.0,2.0
PAIP1 2,1.0,19.0
SEC23A,1.0,45.0
NXF1,1.0,46.0
PPIE,1.0,5.0
SH3GL1,1.0,1.0
ADAM17,1.0,10.0
NANS,1.0,12.0
PLTP,1.0,8.0
LASP1,1.0,4.0
UBFD1,1.0,6.0
PA2G4,1.0,9.0
TSNAX,1.0,13.0
SMYD5,1.0,3.0
GALT,1.0,2.0
CSTB,1.0,14.0
ACADS,1.0,7.0
UAP1L1,1.0,4.0
ANK1,0.9999999995343387,49.0
HRG,0.9999999995343387,67.0
ACOT7,0.9999999990686774,12.0
ALDH5A1,0.9999999990686774,53.0
NUP160,0.9999999990686774,29.0
DECR1,0.9999999990686774,21.0
LARS,0.9999999990686774,30.0
CTNNBL1,0.9999999990686774,83.0
IFI16 2,0.9999999990686774,39.0
MX2,0.9999999990686774,41.0
DEF6,0.9999999990686774,40.0
EPS15,0.9999999990686774,23.0
HADH,0.9999999990686774,59.0
SERBP1 2,0.9999999990686774,67.0
PPBP,0.9999999990686774,44.0
FBP1,0.9999999981373549,13.0
COMP,0.9999999981373549,31.0
PSMC5,0.9999999981373549,47.0
ADAR 1,0.9999999981373549,14.0
MROH1,0.9999999981373549,41.0
CTNND1 1,0.9999999981373549,38.0
RPA3,0.9999999981373549,19.0
ASPN,0.9999999981373549,18.0
RUFY1,0.9999999981373549,17.0
SRP19,0.9999999981373549,12.0
KRT4,0.9999999981373549,46.0
RBM27,0.9999999981373549,16.0
LDHA 2,0.9999999981373549,21.0
STAT5B,0.9999999981373549,14.0
DDX54,0.9999999981373549,20.0
CHMP5,0.9999999981373549,24.0
ACOX1,0.9999999981373549,17.0
YWHAH,0.9999999981373549,25.0
MSLN 2,0.9999999981373549,31.0
USP39,0.9999999981373549,61.0
ADPGK,0.9999999981373549,8.0
HNRNPD 2,0.9999999981373549,36.0
TPP1,0.9999999981373549,43.0
NPC2,0.9999999981373549,30.0
GTF3C5,0.9999999981373549,28.0
KRT14,0.9999999981373549,23.0
CCDC25,0.9999999981373549,12.0
EPHX1,0.9999999981373549,28.0
A2M,0.9999999981373549,15.0
RPRD1A,0.9999999981373549,16.0
H2AFV,0.9999999981373549,20.0
ARF3,0.9999999981373549,25.0
NELFE,0.9999999981373549,22.0
MEIS1,0.9999999981373549,75.0
GNAO1,0.9999999981373549,11.0
FBXO22,0.9999999981373549,26.0
POSTN 1,0.9999999976716936,42.0
NPM1,0.9999999976716936,31.0
MFI2,0.9999999976716936,69.0
LAMC1,0.9999999972060323,37.0
DPYSL2,0.9999999972060323,24.0
HIST1H1T,0.9999999972060323,33.0
FBLN2 1,0.9999999972060323,53.0
UBE2L6,0.9999999972060323,51.0
TOP1,0.9999999972060323,54.0
GPI,0.9999999972060323,39.0
LIMA1 1,0.9999999972060323,29.0
ENO3,0.9999999972060323,27.0
LTF,0.9999999972060323,26.0
TPM1 1,0.9999999972060323,140.0
TUBA1B,0.9999999972060323,54.0
PIR,0.9999999972060323,23.0
ZNF185 1,0.9999999972060323,37.0
MYEF2,0.9999999972060323,67.0
PLEC 2,0.9999999969732016,99.0
PSMB9,0.9999999969732016,106.0
NP_065965,0.999999996740371,63.0
ARPC1B,0.9999999965075403,135.0
NP_060702,0.9999999962747097,14.0
PWP2,0.9999999962747097,49.0
DNM1L 1,0.9999999962747097,16.0
PTPRD,0.9999999962747097,19.0
RTN3 3,0.9999999962747097,19.0
SERPINF2,0.9999999962747097,45.0
QPRT,0.9999999962747097,21.0
PAK4,0.9999999962747097,17.0
LAMTOR3,0.9999999962747097,21.0
XP_003403901,0.9999999962747097,14.0
HDAC2,0.9999999962747097,88.0
DCAF7,0.9999999962747097,11.0
DNAJC10,0.9999999962747097,25.0
NARS,0.9999999962747097,12.0
TFG,0.9999999962747097,10.0
SLC44A2,0.9999999962747097,14.0
DNAJB1,0.9999999962747097,42.0
ALDH9A1,0.9999999962747097,18.0
IK,0.9999999962747097,15.0
ALDOC,0.9999999962747097,43.0
BPHL,0.9999999962747097,19.0
AIMP2,0.9999999962747097,27.0
PABPC1L,0.9999999962747097,33.0
SORL1,0.9999999962747097,18.0
DLGAP4,0.9999999962747097,18.0
ACAP2,0.9999999962747097,11.0
FSCN1,0.9999999962747097,26.0
ARHGEF1,0.9999999962747097,10.0
VPS26B,0.9999999962747097,15.0
EIF5,0.9999999962747097,22.0
LZIC,0.9999999962747097,24.0
SORBS3,0.9999999962747097,69.0
EMC1,0.9999999962747097,26.0
GATAD2B,0.9999999962747097,20.0
VPS18,0.9999999962747097,12.0
POR,0.9999999962747097,40.0
TRIM25,0.9999999962747097,11.0
PPIA,0.9999999962747097,19.0
MARS,0.9999999962747097,14.0
ACADSB,0.9999999962747097,11.0
TMED7,0.9999999962747097,19.0
ADI1,0.9999999962747097,10.0
ACOT13,0.9999999962747097,21.0
COX6C,0.9999999962747097,18.0
PAPSS2,0.9999999962747097,11.0
HAGH,0.9999999962747097,11.0
VPS11,0.9999999962747097,10.0
CSDE1,0.9999999962747097,25.0
MARCKS,0.9999999962747097,11.0
DNM2 2,0.9999999962747097,19.0
FMR1 2,0.9999999962747097,16.0
PEX11B,0.9999999962747097,10.0
SCPEP1,0.9999999962747097,13.0
MPP7,0.9999999962747097,18.0
CD74 1,0.9999999962747097,79.0
GMPPA,0.9999999962747097,22.0
TPD52,0.9999999962747097,14.0
GLRX5,0.9999999962747097,18.0
COX7C,0.9999999962747097,14.0
CDK5RAP3,0.9999999962747097,14.0
GSTA1,0.9999999962747097,22.0
BAG2,0.9999999962747097,11.0
PRKCSH 2,0.9999999962747097,30.0
ENDOD1,0.9999999962747097,23.0
NUMB,0.9999999962747097,11.0
GSK3B,0.9999999962747097,12.0
ANK3 2,0.9999999962747097,10.0
ASAH1,0.9999999962747097,20.0
RHOB,0.9999999962747097,18.0
SCP2,0.9999999962747097,29.0
GLIPR2,0.9999999962747097,18.0
RDX,0.9999999962747097,9.0
IFIT2,0.9999999962747097,43.0
PYHIN1,0.9999999962747097,20.0
MTA2,0.9999999962747097,15.0
AGPS,0.9999999962747097,15.0
TPM1 4,0.9999999960418791,107.0
RPS27,0.9999999958090484,62.0
ADNP,0.9999999955762178,149.0
ACSL1,0.9999999955762178,47.0
KYNU,0.9999999953433871,66.0
XP_003403513,0.9999999953433871,19.0
PROS1,0.9999999953433871,58.0
PGD,0.9999999953433871,47.0
ATP1A4,0.9999999953433871,37.0
C4BPA,0.9999999953433871,56.0
PECAM1,0.9999999953433871,60.0
SH3BP1,0.9999999953433871,22.0
FGG,0.9999999948777258,44.0
FKBP9,0.9999999948777258,51.0
DBT,0.9999999948777258,103.0
PTGIS,0.9999999944120646,46.0
EIF1AX,0.9999999944120646,29.0
VPS35,0.9999999944120646,15.0
ETFA,0.9999999944120646,52.0
SWAP70,0.9999999944120646,23.0
CCDC90B,0.9999999944120646,18.0
ADAM10,0.9999999944120646,21.0
MFGE8,0.9999999944120646,17.0
CCT4,0.9999999944120646,30.0
SORBS1 3,0.9999999944120646,25.0
GSPT1,0.9999999944120646,19.0
YAP1,0.9999999944120646,38.0
MRPS15,0.9999999944120646,24.0
SLC25A4,0.9999999944120646,35.0
NPEPL1,0.9999999944120646,24.0
REEP5,0.9999999944120646,21.0
METTL7B,0.9999999944120646,18.0
FTO,0.9999999944120646,13.0
SLC25A11,0.9999999944120646,23.0
PDCD5,0.9999999944120646,38.0
GRHPR,0.9999999944120646,28.0
DCTN3,0.9999999944120646,19.0
ERGIC1,0.9999999944120646,21.0
LONP1,0.9999999944120646,20.0
DSG2,0.9999999944120646,49.0
YIPF5,0.9999999944120646,16.0
ATP6V1A,0.9999999944120646,43.0
ARCN1,0.9999999944120646,38.0
HMGN2,0.9999999944120646,12.0
RAB6B,0.9999999944120646,27.0
PFKP,0.9999999944120646,18.0
FXR2,0.9999999944120646,22.0
SRP9,0.9999999944120646,46.0
TRMT1,0.9999999944120646,34.0
SEC23B,0.9999999944120646,24.0
PRDX2,0.9999999944120646,38.0
TMPO 3,0.9999999944120646,29.0
STUB1,0.9999999944120646,18.0
CACYBP,0.9999999944120646,33.0
RECQL,0.9999999944120646,14.0
ZNF185 2,0.9999999944120646,39.0
JUP,0.9999999944120646,69.0
LRPAP1,0.999999993480742,31.0
PLIN2,0.999999993480742,17.0
HARS2,0.999999993480742,21.0
ICAM1,0.999999993480742,30.0
RPL7A,0.999999993480742,49.0
RPL4,0.999999993480742,47.0
DKC1,0.999999993480742,80.0
HNRNPC 1,0.999999993480742,108.0
PLEC 3,0.999999993480742,105.0
SMARCC2 2,0.999999993480742,75.0
NUP37,0.999999993480742,40.0
RPN2 1,0.999999993480742,42.0
NP_005585,0.999999993480742,39.0
STX7,0.999999993480742,27.0
HNRNPUL1,0.999999993480742,39.0
COL14A1,0.9999999930150807,56.0
BCLAF1 2,0.9999999925494194,67.0
TOLLIP,0.9999999925494194,10.0
RABGGTA,0.9999999925494194,9.0
PARD3 1,0.9999999925494194,10.0
SSRP1,0.9999999925494194,37.0
ARHGAP18,0.9999999925494194,9.0
XP_003403878,0.9999999925494194,14.0
SH3BGRL,0.9999999925494194,9.0
MT1H,0.9999999925494194,7.0
GOLGA3,0.9999999925494194,11.0
MT1G,0.9999999925494194,8.0
MTX1,0.9999999925494194,19.0
MSI1,0.9999999925494194,60.0
WDR91,0.9999999925494194,18.0
MVD,0.9999999925494194,24.0
EGLN1,0.9999999925494194,12.0
TBCB,0.9999999925494194,24.0
VANGL1,0.9999999925494194,7.0
VPS36,0.9999999925494194,5.0
PPP1R7,0.9999999925494194,8.0
PTRH2,0.9999999925494194,8.0
HAT1,0.9999999925494194,49.0
C1QB,0.9999999925494194,29.0
ARF1,0.9999999925494194,25.0
RNF114,0.9999999925494194,8.0
COL8A1,0.9999999925494194,37.0
CRNKL1,0.9999999925494194,25.0
AK3,0.9999999925494194,8.0
SCCPDH,0.9999999925494194,7.0
UGP2,0.9999999925494194,17.0
SH3GLB1,0.9999999925494194,7.0
RHPN2,0.9999999925494194,14.0
AKR1A1,0.9999999925494194,10.0
NCK2,0.9999999925494194,9.0
CHI3L1,0.9999999925494194,13.0
EHHADH,0.9999999925494194,8.0
CD46 2,0.9999999925494194,16.0
HSD17B4 1,0.9999999925494194,9.0
NOL9,0.9999999925494194,18.0
SORBS1 1,0.9999999925494194,7.0
PSMD5,0.9999999925494194,29.0
MARK2 1,0.9999999925494194,9.0
GM2A,0.9999999925494194,26.0
GALM,0.9999999925494194,10.0
MAPK1,0.9999999925494194,22.0
ILKAP,0.9999999925494194,27.0
OS9 1,0.9999999925494194,7.0
FNBP1L,0.9999999925494194,16.0
NDUFA7,0.9999999925494194,26.0
GPHN,0.9999999925494194,8.0
MAPK13,0.9999999925494194,6.0
RHEB,0.9999999925494194,16.0
LAMA5,0.9999999925494194,31.0
PTP4A2,0.9999999925494194,11.0
GNAS 2,0.9999999925494194,7.0
CLINT1 1,0.9999999925494194,20.0
CRABP1,0.9999999925494194,6.0
PPP1R12A,0.9999999925494194,13.0
NDUFAF2,0.9999999925494194,13.0
ZC3H4,0.9999999925494194,5.0
NUP205,0.9999999925494194,28.0
AIMP1,0.9999999925494194,11.0
VAMP8,0.9999999925494194,12.0
GNPDA1,0.9999999925494194,6.0
CKB,0.9999999925494194,15.0
SCAF4,0.9999999925494194,5.0
DHRS1,0.9999999925494194,11.0
PPP1R21,0.9999999925494194,13.0
C4A,0.9999999925494194,24.0
AMPD2,0.9999999925494194,10.0
PPP2R4,0.9999999925494194,26.0
FAM50A,0.9999999925494194,17.0
EIF3A,0.9999999925494194,26.0
CDC42BPA,0.9999999925494194,7.0
TBL3,0.9999999925494194,33.0
MECOM 2,0.9999999925494194,24.0
SUN1,0.9999999925494194,7.0
FTSJ3,0.9999999925494194,33.0
NP_001035995,0.9999999925494194,8.0
PPID,0.9999999925494194,8.0
IDUA,0.9999999925494194,9.0
MARK2 2,0.9999999925494194,10.0
PDXK,0.9999999925494194,9.0
ARIH1,0.9999999925494194,11.0
MPHOSPH10,0.9999999925494194,25.0
SVIL 2,0.9999999925494194,15.0
RAB3D,0.9999999925494194,7.0
XPO7,0.9999999925494194,17.0
CD151,0.9999999925494194,23.0
SUSD2,0.9999999925494194,13.0
SNX18,0.9999999925494194,45.0
SPINT1 2,0.9999999925494194,14.0
VDAC1,0.9999999925494194,88.0
AP1B1 1,0.9999999925494194,39.0
UFC1,0.9999999925494194,15.0
LRRC47,0.9999999925494194,19.0
SPTBN4,0.9999999925494194,14.0
TLN1,0.9999999925494194,41.0
CUL4B,0.9999999925494194,20.0
USP15,0.9999999925494194,12.0
PPP2R5A,0.9999999925494194,4.0
ACSF2,0.9999999925494194,8.0
LSM14B,0.9999999925494194,6.0
FMNL2,0.9999999925494194,6.0
PTGS1,0.9999999925494194,24.0
TES,0.9999999925494194,14.0
SAMHD1,0.9999999925494194,8.0
SMCHD1,0.9999999925494194,18.0
SGPL1,0.9999999925494194,9.0
BZW1,0.9999999925494194,24.0
GLUD2,0.9999999925494194,27.0
PHF6,0.9999999925494194,17.0
MRI1,0.9999999925494194,30.0
RABGAP1,0.9999999925494194,18.0
SLC25A10,0.9999999925494194,12.0
FKBP1A,0.9999999925494194,4.0
UCHL5 1,0.9999999925494194,11.0
PLOD3,0.9999999925494194,30.0
TJP2,0.9999999925494194,11.0
CARKD 2,0.9999999925494194,33.0
CYB5R3,0.9999999925494194,16.0
CPVL,0.9999999925494194,10.0
DHRS4L2,0.9999999925494194,11.0
AAMP,0.9999999925494194,9.0
S100A9,0.9999999925494194,16.0
ABHD10,0.9999999925494194,30.0
PGM2,0.9999999925494194,20.0
PPP2R2D,0.9999999925494194,11.0
ACSL3,0.9999999925494194,12.0
EFEMP2,0.9999999923165888,58.0
ALDOA,0.9999999920837581,51.0
NOP2,0.9999999920837581,71.0
MCM7,0.9999999920837581,63.0
PRPS2,0.9999999916180968,27.0
HARS,0.9999999916180968,24.0
OAS2,0.9999999916180968,51.0
EIF4B,0.9999999916180968,50.0
NID2,0.9999999916180968,28.0
SERPINC1,0.9999999916180968,57.0
OPTN,0.9999999916180968,26.0
BCAP31,0.9999999916180968,27.0
SSBP1,0.9999999916180968,54.0
TIMP2,0.9999999911524355,34.0
ITGAV,0.9999999911524355,49.0
HSPG2,0.9999999911524355,40.0
ANXA6,0.9999999909196049,65.0
GTF3C3,0.9999999906867743,21.0
HK1 2,0.9999999906867743,20.0
ACTN3,0.9999999906867743,22.0
LAMC2,0.9999999906867743,20.0
NUDT3,0.9999999906867743,21.0
MCAM,0.9999999906867743,17.0
STOML2,0.9999999906867743,22.0
FGL2,0.9999999906867743,15.0
EIF3B,0.9999999906867743,46.0
TMOD1,0.9999999906867743,25.0
POLR2B,0.9999999906867743,53.0
RPS27L,0.9999999906867743,40.0
TOM1 2,0.9999999906867743,14.0
GMPPB,0.9999999906867743,16.0
